year,month,day,date,julian,mlk_temp_150_avg,mlk_temp_150_max,mlk_temp_150_min,mlk_hum_150_avg,mlk_hum_150_max,mlk_hum_150_min,mlk_temp_0_avg,mlk_temp_20_avg,mlk_temp_40_avg,mlk_temp_80_avg,mlk_temp_0_max,mlk_temp_20_max,mlk_temp_40_max,mlk_temp_80_max,mlk_temp_0_min,mlk_temp_20_min,mlk_temp_40_min,mlk_temp_80_min,mlk_WindSpd_avg,mlk_WindDir_avg,mlk_WindDir_std,mlk_WindSpd_max,mlk_WindSpd_min,mlk_rain_tot_mm,mlk_snow_depth,mlk_total_flux_density_mj_m2,rlk_temp_150_avg,rlk_hum_150_avg,rlk_temp_0_avg,rlk_temp_15_avg,rlk_temp_10_avg,rlk_temp_5_avg,rlk_temp_20_avg,rlk_temp_40_avg,rlk_temp_80_avg,rlk_temp_2p5_avg,rlk_temp_150_max,rlk_hum_150_max,rlk_temp_0_max,rlk_temp_15_max,rlk_temp_10_max,rlk_temp_5_max,rlk_temp_20_max,rlk_temp_40_max,rlk_temp_80_max,rlk_temp_2p5_max,rlk_temp_150_min,rlk_hum_150_min,rlk_temp_0_min,rlk_temp_15_min,rlk_temp_10_min,rlk_temp_5_min,rlk_temp_20_min,rlk_temp_40_min,rlk_temp_80_min,rlk_temp_2p5_min,rlk_Windmsec_S_WVT,rlk_Windmsec_U_WVT,rlk_WindDirec_D1_WVT,rlk_WindDirec_SD1_WVT,rlk_rain_tot_mm
2006,9,15,2006-09-15,258,5.524,,,,,,4.658,,,,,,,,,,,,,,,,,0.000,,,5.509,87.4,6.148,5.817,6.04,5.966,4.83,2.716,-0.197,,9,97.4,12.76,12.75,14.94,9.54,5.088,2.825,-0.115,,2.407,68.08,2.396,1.417,1.305,3.303,4.532,2.565,-0.288,,,,,,0.6
2006,9,16,2006-09-16,259,5.383,,,,,,4.532,,,,,,,,,,,,,,,,,0.000,,,5.257,76.3,5.891,5.72,6.028,5.323,4.285,2.546,-0.187,,8.14,88.1,14.73,14.89,19.42,10.13,4.542,2.654,-0.072,,2.747,62.62,2.752,2.125,2.007,3.326,4.068,2.382,-0.251,,,,,,0
2006,9,17,2006-09-17,260,6.051,,,,,,5.132,,,,,,,,,,,,,,,,,0.000,,,4.939,87,5.057,4.286,4.603,4.853,3.908,2.296,-0.214,,9.65,99.4,15.8,16.01,21.29,10.66,4.076,2.415,-0.107,,1.082,60.27,-3.718,-7.53,-8.22,-0.841,3.603,2.083,-0.325,,,,,,0.1
2006,9,18,2006-09-18,261,7.112,,,,,,6.086,,,,,,,,,,,,,,,,,0.000,,,6.003,83,6.473,6.917,8.01,6.527,3.717,2.131,-0.193,,10.85,99.2,19.92,26.32,35.89,19.19,4.017,2.264,-0.057,,1.615,55.84,0.017,-2.635,-3.617,0.363,3.345,1.987,-0.297,,,,,,0.3
2006,9,19,2006-09-19,262,6.968,,,,,,5.957,,,,,,,,,,,,,,,,,0.000,,,6.265,83.7,6.475,6.272,6.533,5.814,3.683,1.998,-0.19,,11.04,96.6,17.02,18.31,23.58,11.72,3.82,2.136,-0.04,,3.17,55.57,1.132,-1.334,-2.693,2.181,3.499,1.849,-0.296,,,,,,0.6
2006,9,20,2006-09-20,263,5.673,,,,,,4.793,,,,,,,,,,,,,,,,,0.000,,,5.302,88.2,5.893,6.087,6.547,5.871,3.6,1.92,-0.192,,8.84,98.2,12.59,17.65,24.98,13.25,3.826,2.029,-0.078,,3.075,68.86,1.292,0.096,-0.315,2.809,3.453,1.806,-0.275,,,,,,0.5
2006,9,21,2006-09-21,264,5.740,,,,,,4.853,,,,,,,,,,,,,,,,,0.000,,,5.662,77,5.673,5.623,6.341,5.713,3.45,1.836,-0.215,,11.3,98.8,15.05,20.37,28.42,16.04,4.668,2.898,0.837,,0.793,41.01,-1.93,-4.296,-5.705,-0.332,3.145,1.712,-0.319,,,,,,0
2006,9,22,2006-09-22,265,5.512,,,,,,4.648,,,,,,,,,,,,,,,,,0.000,,,4.404,86.2,4.206,3.754,3.65,3.694,3.01,1.758,-0.209,,7.71,98,9.51,11,12.6,7.97,3.252,1.905,-0.079,,1.466,72.4,-0.022,-2.21,-3.648,0.03,2.877,1.647,-0.3,,,,,,0.1
2006,9,23,2006-09-23,266,4.828,,,,,,4.033,,,,,,,,,,,,,,,,,0.000,,,4.253,78.7,3.691,3.417,3.797,4.079,2.842,1.639,-0.206,,8.02,95.5,12.01,18.19,25.57,13.06,3.17,1.745,-0.095,,0.323,58.12,-4.662,-8.67,-9.41,-1.773,2.441,1.448,-0.33,,,,,,0
2006,9,24,2006-09-24,267,4.631,,,,,,3.856,,,,,,,,,,,,,,,,,0.000,,,4.383,80.4,4.821,3.303,3.58,3.394,2.39,1.483,-0.227,,11.97,98.6,18.01,18.37,24.08,13.17,2.677,1.663,-0.06,,-0.771,52.26,-5.42,-9.86,-10.06,-1.985,2.101,1.321,-0.345,,,,,,0.1
2006,9,25,2006-09-25,268,5.186,,,,,,4.355,,,,,,,,,,,,,,,,,0.000,,,5.459,81.9,5.146,5.117,5.719,4.696,2.323,1.358,-0.208,,12.17,98.7,15.08,19.91,26.48,14.43,2.677,1.519,-0.053,,-0.252,44.29,-1.581,-5.148,-6.172,-0.709,1.958,1.213,-0.305,,,,,,0.1
2006,9,26,2006-09-26,269,5.243,,,,,,4.406,,,,,,,,,,,,,,,,,0.000,,,4.006,86.3,3.767,3.433,3.44,3.205,2.208,1.274,-0.208,,8.09,99.2,11.42,14.93,18.98,9.02,2.406,1.422,-0.067,,0.085,59.15,-1.348,-3.761,-5.297,-0.679,2,1.174,-0.316,,,,,,0.1
2006,9,27,2006-09-27,270,3.871,,,,,,3.173,,,,,,,,,,,,,,,,,0.000,,,3.241,85.2,3.166,3.059,3.09,3.017,2.148,1.216,-0.209,,5.756,98,8.17,10.94,14.44,7.59,2.285,1.307,-0.123,,-0.12,54.73,-0.827,-2.599,-3.641,-0.726,1.92,1.08,-0.3,,,,,,0.1
2006,9,28,2006-09-28,271,1.509,,,,,,1.050,,,,,,,,,,,,,,,,,0.000,,,1.484,78.8,1.793,1.575,1.782,1.875,1.785,1.13,-0.227,,3.485,93.7,7.42,10.47,14.37,6.001,1.965,1.21,-0.143,,-0.816,63.06,-2.033,-4.245,-5.218,-1.309,1.667,1.036,-0.327,,,,,,0
2006,9,29,2006-09-29,272,4.123,,,,,,3.400,,,,,,,,,,,,,,,,,0.000,,,3.215,80,3.616,3.341,3.783,3.116,1.745,1.051,-0.199,,7.04,95.8,12.01,11.54,16.23,8.98,2.05,1.184,-0.07,,0.601,57.13,-0.935,-1.68,-1.922,0.006,1.569,0.905,-0.296,,,,,,0
2006,9,30,2006-09-30,273,5.019,,,,,,4.204,,,,,,,,,,,,,,,,,0.000,,,4.337,88.5,4.376,4.287,4.498,3.669,1.711,0.997,-0.177,,8.55,99.9,13.1,13.2,15.85,9.32,1.973,1.136,-0.044,,-1.453,70.8,-5.118,-7.62,-8.24,-1.418,1.446,0.853,-0.341,,,,,,0.1
2006,10,1,2006-10-01,274,5.605,,,,,,2.987,,,,,,,,,,,,,,,,,0.000,,,6.739,91.3,6.42,6.664,6.653,5.654,2.227,1.018,-0.155,,9.6,97.8,13.69,13.37,15.39,9.35,2.717,1.189,-0.046,,2.979,76.3,1.834,1.785,1.613,2.352,1.869,0.885,-0.261,,,,,,5.7
2006,10,2,2006-10-02,275,4.687,,,,,,2.464,,,,,,,,,,,,,,,,,0.000,,,5.289,93.9,5.136,5.422,5.554,5.121,2.634,1.094,-0.178,,7.9,98.2,7.27,8.26,8.97,6.814,2.774,1.183,-0.119,,2.883,81.6,2.083,1.004,0.298,2.395,2.546,1.028,-0.258,,,,,,0.2
2006,10,3,2006-10-03,276,3.483,,,,,,1.777,,,,,,,,,,,,,,,,,0.000,,,2.516,84,2.219,1.905,1.903,2.608,2.341,1.179,-0.215,,5.704,93.1,7.66,10.44,14.29,7.4,2.593,1.316,-0.087,,-0.444,65.07,-2.217,-5.229,-5.886,-0.542,1.991,1.066,-0.338,,,,,,0
2006,10,4,2006-10-04,277,3.467,,,,,,1.768,,,,,,,,,,,,,,,,,0.000,,,3.716,75.9,3.446,2.858,2.613,2.131,1.815,1.177,-0.203,,9.89,94,12.2,13.61,14.89,8.1,2.015,1.364,-0.013,,-2.018,53.36,-2.782,-5.22,-6.108,-1.245,1.671,1.072,-0.321,,,,,,0
2006,10,5,2006-10-05,278,8.084,,,,,,4.401,,,,,,,,,,,,,,,,,0.000,,,8.54,69.65,7.11,7.48,7.12,4.892,1.892,1.104,-0.161,,14.18,83.3,13.59,14.93,15.15,9.34,2.203,1.219,-0.044,,3.315,48.98,1.946,1.3,0.686,1.133,1.612,1.027,-0.268,,,,,,0
2006,10,6,2006-10-06,279,5.349,,,,,,2.841,,,,,,,,,,,,,,,,,0.000,,,7.9,77.5,7.7,8.15,8.43,6.503,2.556,1.111,-0.16,,12.79,91.2,14.8,17.69,22.39,12.72,2.862,1.206,-0.062,,2.45,50.12,2.371,1.787,1.71,2.775,2.176,1.033,-0.239,,,,,,0
2006,10,7,2006-10-07,280,2.179,,,,,,1.034,,,,,,,,,,,,,,,,,0.000,,,3.077,79.6,3.601,3.261,3.507,3.269,2.482,1.222,-0.198,,5.644,96.5,10.96,9.47,11.96,7.13,2.677,1.33,-0.101,,0.361,64.59,-0.509,-1.183,-1.54,0.62,2.355,1.091,-0.291,,,,,,0
2006,10,8,2006-10-08,281,1.159,,,,,,0.452,,,,,,,,,,,,,,,,,0.000,,,0.844,85.6,0.617,0.383,0.213,0.913,1.955,1.21,-0.242,,3.267,98.4,2.876,2.953,2.893,2.508,2.362,1.297,-0.167,,-2.307,74.3,-2.272,-3.861,-4.206,-0.602,1.559,1.103,-0.314,,,,,,2.2
2006,10,9,2006-10-09,282,1.276,,,,,,0.519,,,,,,,,,,,,,,,,,0.000,,,-0.352,90.7,-0.126,-0.65,-0.653,0.031,1.348,1.089,-0.24,,2.572,98.3,4.375,4.956,6.168,2.025,1.567,1.189,-0.146,,-3.93,76.9,-3.84,-5.793,-6.073,-1.319,1.098,1.001,-0.326,,,,,,3
2006,10,10,2006-10-10,283,-0.074,,,,,,-0.252,,,,,,,,,,,,,,,,,0.000,,,-0.789,97.5,-0.069,-0.62,-0.157,0.56,1.029,0.859,-0.239,,2.091,99.6,1.628,2.013,3.121,1.794,1.191,1.078,-0.169,,-4.929,92,-2.913,-4.765,-3.388,-0.47,0.859,0.686,-0.319,,,,,,2.1
2006,10,11,2006-10-11,284,1.463,,,,,,0.625,,,,,,,,,,,,,,,,,0.000,,,-3.388,97.6,-2.117,-2.568,-1.464,-0.243,0.742,0.627,-0.257,,0.032,99.7,2.422,1.33,0.028,0.041,0.891,0.72,-0.181,,-5.265,92.6,-4.116,-4.911,-3.33,-0.475,0.611,0.517,-0.329,,,,,,2.1
2006,10,12,2006-10-12,285,2.425,,,,,,1.174,,,,,,,,,,,,,,,,,0.000,,,1.213,93.1,0.454,0.597,0.023,0.141,0.553,0.507,-0.215,,2.043,100.1,1.233,1.71,0.799,0.506,0.679,0.612,-0.172,,-0.72,81.9,-0.68,-0.983,-0.81,-0.171,0.424,0.4,-0.263,,,,,,1.9
2006,10,13,2006-10-13,286,1.187,,,,,,0.468,,,,,,,,,,,,,,,,,0.000,,,-0.282,99.9,0.007,-0.049,-0.076,0.033,0.377,0.348,-0.227,,0.313,100.4,0.317,0.076,-0.04,0.073,0.461,0.433,-0.19,,-2.932,98.8,-0.178,-0.273,-0.124,-0.029,0.256,0.23,-0.288,,,,,,6.3
2006,10,14,2006-10-14,287,0.900,,,,,,0.304,,,,,,,,,,,,,,,,,0.000,,,-2.709,94.2,-0.659,-0.855,-0.362,-0.118,0.229,0.206,-0.262,,-1.306,99.1,-0.156,0.002,-0.081,0.023,0.29,0.268,-0.218,,-4.218,87.3,-1.426,-1.672,-0.652,-0.244,0.162,0.14,-0.304,,,,,,0
2006,10,15,2006-10-15,288,1.087,,,,,,0.411,,,,,,,,,,,,,,,,,0.000,,,-1.697,95.5,-0.712,-0.805,-0.438,-0.15,0.154,0.14,-0.249,,-0.492,98.8,-0.003,0.178,-0.118,-0.04,0.217,0.191,-0.173,,-2.643,89.7,-1.36,-1.714,-0.806,-0.271,0.103,0.094,-0.288,,,,,,0
2006,10,16,2006-10-16,289,0.878,,,,,,0.292,,,,,,,,,,,,,,,,,0.000,,,-0.505,93.8,0.015,-0.384,-0.213,-0.08,0.115,0.104,-0.234,,0.746,100,2.683,0.609,0.046,0.088,0.18,0.168,-0.168,,-1.97,85,-1.63,-1.654,-0.641,-0.205,0.024,0.016,-0.304,,,,,,4.6
2006,10,17,2006-10-17,290,-0.807,,,,,,-0.669,,,,,,,,,,,,,,,,,0.000,,,-1.445,92.8,-0.557,-0.963,-0.535,-0.17,0.053,0.052,-0.247,,0.314,99.7,1.281,0.505,-0.113,-0.026,0.152,0.145,-0.148,,-2.403,79.3,-1.728,-2.122,-1.023,-0.317,-0.003,-0.01,-0.298,,,,,,1
2006,10,18,2006-10-18,291,0.275,1.515,-0.550,90.800,97.500,82.700,-0.480,-0.143,0.288,0.315,1.991,1.390,0.365,0.381,-0.751,-0.972,-0.293,0.043,2.699,338.400,9.460,,,1.400,0.061,,-1.047,98.1,-0.341,-0.54,-0.357,-0.137,0.026,0.029,-0.24,,1.082,100.4,1.393,0.508,-0.092,-0.036,0.11,0.108,-0.163,,-2.739,94.6,-2.135,-1.657,-0.698,-0.245,-0.047,-0.047,-0.308,,,,,,1
2006,10,19,2006-10-19,292,0.622,2.428,-0.264,94.500,98.400,82.900,0.049,-0.066,0.269,0.280,0.127,1.355,0.322,0.331,-0.677,-0.737,0.204,0.222,4.592,332.400,10.380,,,3.800,0.071,,-1.482,98,-0.773,-0.735,-0.467,-0.154,0.006,0.011,-0.236,,0.457,99.4,0.146,0.343,-0.126,-0.051,0.071,0.079,-0.177,,-3.839,95.7,-3.09,-2.322,-1.002,-0.302,-0.061,-0.05,-0.307,,,,,,1.9
2006,10,20,2006-10-20,293,0.781,1.755,0.073,97.500,99.800,93.700,0.155,-0.178,0.215,0.230,-0.101,-0.027,0.251,0.268,-0.268,-0.238,0.176,0.189,3.359,321.300,14.100,,,6.500,0.065,,-1.451,98.2,-0.406,-0.487,-0.337,-0.138,-0.021,-0.015,-0.242,,0.129,100.3,0.086,0.356,-0.123,-0.069,0.045,0.045,-0.18,,-2.403,95.3,-1.04,-1.101,-0.625,-0.241,-0.064,-0.055,-0.288,,,,,,0
2006,10,21,2006-10-21,294,1.370,3.918,0.553,95.900,100.000,81.100,0.317,-0.039,0.176,0.197,0.073,0.658,0.224,0.253,-0.245,-0.228,0.123,0.136,2.093,347.900,13.070,,,1.000,0.029,,0.702,99,0.198,0.059,-0.109,-0.073,0.001,0.007,-0.21,,1.943,100.4,2.037,0.899,0.004,-0.005,0.056,0.064,-0.158,,0.124,95.6,-0.187,-0.292,-0.257,-0.125,-0.054,-0.045,-0.261,,,,,,4
2006,10,22,2006-10-22,295,0.948,2.572,-0.597,98.000,100.300,90.500,0.180,0.019,0.123,0.143,0.134,0.927,0.172,0.193,-0.339,-0.454,0.016,0.033,1.663,338.900,13.310,,,2.500,0.011,,0.379,98.9,0.425,0.204,-0.058,-0.053,-0.014,-0.012,-0.217,,2.52,100.6,4.642,2.014,0.039,0.065,0.068,0.061,-0.139,,-0.781,91.4,-0.974,-0.504,-0.126,-0.13,-0.095,-0.092,-0.291,,,,,,0.4
2006,10,23,2006-10-23,296,-1.547,2.909,-4.561,95.200,100.900,78.900,-3.030,-1.225,0.025,0.045,-0.248,-0.227,0.100,0.125,-1.161,-2.351,-0.042,-0.033,0.835,180.900,27.460,,,0.100,,,-1.068,95.3,-1.058,-1.04,-0.322,-0.124,-0.049,-0.048,-0.243,,1.947,100.9,2.213,1.35,0.069,0.1,0.049,0.05,-0.153,,-4.315,78,-4.588,-4.195,-1.209,-0.388,-0.128,-0.123,-0.32,,,,,,0
2006,10,24,2006-10-24,297,-1.566,0.145,-3.941,96.900,99.600,94.500,-1.769,-0.969,0.000,0.020,-0.224,-0.006,0.043,0.059,-1.078,-2.016,-0.047,-0.020,2.277,158.000,12.320,,,0.000,0.004,,-1.79,95.9,-1.575,-2.016,-1.275,-0.443,-0.064,-0.055,-0.245,,0.708,99.9,1.796,1.306,-0.016,-0.046,0.037,0.049,-0.15,,-4.553,88.2,-4.558,-5.311,-2.719,-0.784,-0.138,-0.135,-0.325,,,,,,0
2006,10,25,2006-10-25,298,0.402,1.899,-0.578,92.400,95.400,87.500,-0.323,-0.295,-0.002,0.018,0.067,0.566,0.074,0.087,-0.479,-0.938,-0.079,-0.053,2.127,151.900,11.160,,,0.000,,,0.009,92.3,-0.425,-0.861,-0.622,-0.273,-0.046,-0.039,-0.223,,1.466,96.3,1.484,1.045,0.005,-0.023,0.037,0.038,-0.146,,-1.539,88.8,-2.071,-3.272,-1.784,-0.643,-0.138,-0.138,-0.328,,,,,,0
2006,10,26,2006-10-26,299,-0.134,1.466,-1.874,92.800,97.200,88.200,-0.799,-0.510,-0.034,-0.014,-0.036,0.228,0.024,0.036,-0.790,-1.435,-0.093,-0.070,2.811,150.400,12.700,,,0.300,,,-0.485,93.5,-0.849,-1.237,-1.086,-0.485,-0.053,-0.041,-0.223,,1.563,96.8,0.701,1.169,-0.027,-0.051,0.034,0.051,-0.138,,-3.161,89.8,-3.528,-4.564,-3.113,-1.239,-0.143,-0.126,-0.315,,,,,,1.3
2006,10,27,2006-10-27,300,1.312,3.053,0.073,92.900,98.800,80.700,0.303,-0.006,-0.026,-0.007,0.238,0.773,0.028,0.049,-0.344,-0.485,-0.089,-0.072,2.225,181.700,20.190,,,0.900,0.000,,1.612,90.6,0.785,-0.052,-0.042,-0.056,-0.036,-0.032,-0.21,,3.857,98.8,3.968,1.729,0.183,0.191,0.056,0.063,-0.116,,-0.492,78.7,-1.127,-2.195,-0.166,-0.201,-0.123,-0.112,-0.281,,,,,,0.2
2006,10,28,2006-10-28,301,0.351,2.790,-1.828,91.200,99.200,76.300,-0.391,-0.226,-0.067,-0.050,0.179,0.772,-0.009,0.005,-0.674,-1.212,-0.148,-0.126,1.622,178.100,20.850,,,0.000,,,0.25,88,0.085,-0.583,-0.16,-0.081,-0.05,-0.049,-0.223,,2.613,97.8,3.748,2.188,0.338,0.39,0.069,0.06,-0.113,,-1.021,75,-1.346,-2.125,-0.587,-0.223,-0.152,-0.135,-0.304,,,,,,0
2006,10,29,2006-10-29,302,-0.518,1.947,-1.682,91.700,98.300,80.600,-0.770,-0.307,-0.100,-0.085,0.286,0.962,-0.022,-0.010,-0.631,-0.962,-0.151,-0.133,0.857,267.300,23.690,,,0.000,,,-1.157,92.3,-0.94,-1.389,-0.69,-0.215,-0.071,-0.067,-0.24,,1.851,98.2,3.52,2.442,0.513,0.2,0.036,0.027,-0.142,,-3.885,77,-3.883,-5.059,-2.419,-0.595,-0.157,-0.146,-0.318,,,,,,0
2006,10,30,2006-10-30,303,-2.651,3.149,-7.890,88.900,97.700,65.170,-4.035,-1.884,-0.146,-0.132,-0.513,-0.685,-0.065,-0.051,-2.877,-4.339,-0.214,-0.199,1.236,246.000,25.990,,,0.000,,,-2.799,89.6,-2.979,-4.327,-2.624,-0.951,-0.095,-0.083,-0.255,,0.951,98.5,1.612,-0.239,-0.034,-0.032,0.001,0.011,-0.162,,-7.02,70.3,-7.11,-9.12,-5.953,-2.425,-0.203,-0.194,-0.367,,,,,,0
2006,10,31,2006-10-31,304,-2.951,0.649,-9.040,95.600,99.300,88.200,-3.965,-2.075,-0.146,-0.127,-0.273,-0.220,-0.092,-0.075,-3.382,-5.216,-0.206,-0.183,1.870,352.800,31.210,,,0.700,0.012,,-3.213,98,-2.956,-3.582,-2.694,-1.27,-0.064,-0.044,-0.216,,-0.011,100.4,-0.397,-0.473,-0.447,-0.275,-0.008,0.006,-0.167,,-7.6,93.9,-7.84,-9.75,-6.467,-2.752,-0.138,-0.113,-0.285,,,,,,0
2006,11,1,2006-11-01,305,-1.841,1.093,-4.852,91.100,97.800,72.400,-1.913,-0.881,-0.188,-0.161,-0.516,-0.572,-0.134,-0.117,-0.885,-1.404,-0.238,-0.207,3.579,338.900,24.460,,,0.000,0.082,,-3.955,95.7,-1.865,-1.63,-1.033,-0.448,-0.092,-0.08,-0.252,,-0.341,99.7,0.321,-0.346,-0.392,-0.22,-0.01,-0.005,-0.161,,-9.47,89.9,-6.724,-3.921,-2.356,-0.858,-0.169,-0.154,-0.326,,,,,,3.3
2006,11,2,2006-11-02,306,-6.553,-4.111,-9.090,94.100,97.500,89.000,-1.713,-0.721,-0.218,-0.192,-0.470,-0.652,-0.169,-0.146,-0.567,-0.783,-0.265,-0.239,2.578,283.300,19.130,,,0.000,0.069,,-9.18,89.3,-7.19,-6.18,-4.2,-1.626,-0.07,-0.046,-0.217,,-7.78,94.5,-5.929,-3.922,-2.359,-0.85,-0.02,0.004,-0.164,,-11.04,81.3,-9.01,-8.75,-5.568,-2.071,-0.116,-0.102,-0.266,,,,,,0
2006,11,3,2006-11-03,307,-10.500,-9.090,-13.400,88.900,91.700,84.700,-2.514,-0.882,-0.227,-0.202,-0.517,-0.750,-0.189,-0.164,-0.706,-0.984,-0.260,-0.243,2.872,279.600,16.410,,,0.000,0.059,,-11.09,86.6,-9.11,-8.42,-5.758,-2.442,-0.071,-0.036,-0.206,,-9.08,89.9,-7.27,-5.823,-4.129,-1.72,-0.023,0.014,-0.161,,-13.53,82.4,-11.03,-12.5,-7.68,-3.107,-0.133,-0.089,-0.271,,,,,,0
2006,11,4,2006-11-04,308,-14.620,-13.400,-15.880,85.100,89.100,79.600,-3.365,-1.128,-0.246,-0.221,-0.668,-0.963,-0.193,-0.176,-0.865,-1.314,-0.293,-0.270,2.196,269.700,16.940,,,0.000,0.055,,-14.86,85.8,-11.06,-10.01,-6.911,-3.017,-0.068,-0.023,-0.194,,-12.75,90.3,-8.12,-7.09,-5.247,-2.253,-0.021,0.018,-0.152,,-17.3,81.4,-14.47,-15.18,-9.64,-4.143,-0.123,-0.071,-0.244,,,,,,0
2006,11,5,2006-11-05,309,-14.270,-6.445,-16.990,88.500,100.500,83.200,-3.989,-1.381,-0.260,-0.235,-0.829,-1.270,-0.213,-0.185,-0.951,-1.450,-0.322,-0.289,1.303,249.900,55.630,,,0.000,0.117,,-15.03,90.7,-9.63,-11.56,-8.34,-3.788,-0.066,-0.004,-0.175,,-9.17,94.6,-5.17,-7.31,-5.973,-2.871,0.001,0.057,-0.101,,-19.21,86.9,-16.03,-16.95,-11.42,-4.951,-0.191,-0.122,-0.295,,,,,,0
2006,11,6,2006-11-06,310,-7.870,-3.028,-15.220,92.900,97.700,87.200,-3.352,-1.097,-0.271,-0.247,-0.821,-0.839,-0.231,-0.200,-1.013,-1.372,-0.325,-0.294,3.401,316.700,31.530,,,0.000,0.210,,-10.54,92.8,-6.662,-7.51,-5.437,-2.664,-0.093,-0.034,-0.206,,-3.73,97.8,-2.185,-2.591,-2.222,-1.25,-0.038,0.029,-0.15,,-16.25,89.1,-13.54,-14.7,-10.16,-4.944,-0.173,-0.121,-0.302,,,,,,0
2006,11,7,2006-11-07,311,-10.920,-1.196,-14.780,88.600,97.700,62.950,-2.602,-0.848,-0.273,-0.250,-0.706,-0.783,-0.210,-0.193,-0.866,-0.901,-0.347,-0.321,1.234,300.800,44.590,,,0.000,0.189,,-11.9,89.8,-8.4,-11.43,-8.02,-4.111,-0.105,-0.014,-0.184,,-6.78,94.4,-5.051,-7.02,-5.42,-3.005,-0.037,0.058,-0.114,,-15.58,83.5,-12.07,-14.94,-10.04,-5.019,-0.176,-0.085,-0.249,,,,,,0
2006,11,8,2006-11-08,312,-4.214,-0.810,-8.850,94.900,98.500,84.300,-2.414,-0.816,-0.279,-0.257,-0.674,-0.704,-0.226,-0.200,-0.796,-0.907,-0.315,-0.303,0.734,48.070,47.150,,,0.000,0.243,,-4.251,89.9,-3.199,-4.467,-3.567,-2.07,-0.126,-0.055,-0.224,,-2.114,97.2,-1.934,-2.337,-1.983,-1.235,-0.088,-0.011,-0.18,,-6.782,77.7,-5.04,-7.01,-5.424,-3.019,-0.165,-0.091,-0.263,,,,,,0
2006,11,9,2006-11-09,313,-2.813,1.323,-12.170,94.600,99.400,87.000,-1.820,-0.608,-0.276,-0.256,-0.572,-0.520,-0.206,-0.193,-0.738,-0.747,-0.356,-0.333,1.462,313.200,48.040,,,0.000,0.265,,-3.297,94.9,-1.787,-1.493,-1.286,-0.78,-0.118,-0.072,-0.241,,0.724,99.7,-0.351,-0.341,-0.547,-0.48,-0.056,-0.013,-0.177,,-11.58,82.1,-5.944,-4.403,-3.375,-1.25,-0.18,-0.138,-0.312,,,,,,2
2006,11,10,2006-11-10,314,-11.860,-4.889,-18.180,83.600,99.600,50.660,-1.496,-0.579,-0.307,-0.290,-0.510,-0.486,-0.225,-0.215,-0.733,-0.672,-0.388,-0.366,2.606,294.200,47.520,,,0.000,0.273,,-13.36,86.6,-9.39,-10.28,-8.2,-3.758,-0.121,-0.028,-0.195,,-10.89,93.3,-5.511,-4.487,-3.425,-1.074,-0.069,0.038,-0.126,,-17.3,72.6,-12.34,-14.28,-11.49,-4.977,-0.179,-0.092,-0.255,,,,,,0
2006,11,11,2006-11-11,315,-9.380,-4.255,-14.850,90.500,96.400,79.100,-1.665,-0.657,-0.299,-0.284,-0.560,-0.612,-0.251,-0.240,-0.655,-0.707,-0.360,-0.350,1.637,311.000,49.600,,,0.000,0.265,,-11.35,93,-6.396,-7.26,-5.707,-2.987,-0.135,-0.024,-0.188,,-5.244,97.6,-3.59,-4.228,-3.525,-2.088,-0.083,0.044,-0.127,,-14.57,90.5,-8.64,-9.75,-7.6,-3.801,-0.212,-0.119,-0.282,,,,,,0
2006,11,12,2006-11-12,316,-7.710,-4.592,-10.010,91.100,94.100,86.400,-1.697,-0.641,-0.308,-0.294,-0.589,-0.594,-0.269,-0.261,-0.667,-0.691,-0.351,-0.342,2.270,129.000,27.280,,,0.000,0.281,,-10.25,93.5,-5.719,-7.41,-5.498,-2.873,-0.14,-0.029,-0.191,,-7.88,96.6,-4.157,-5.588,-4.359,-2.403,-0.099,0.017,-0.148,,-12.24,90.7,-7.07,-9.92,-6.923,-3.482,-0.195,-0.083,-0.247,,,,,,0
2006,11,13,2006-11-13,317,-16.400,-9.670,-20.540,85.000,92.400,69.920,-1.683,-0.675,-0.362,-0.351,-0.591,-0.583,-0.276,-0.268,-0.794,-0.818,-0.465,-0.447,1.632,182.900,17.650,,,0.000,0.268,,-15.57,89.4,-6.988,-9.89,-7.15,-3.664,-0.2,-0.063,-0.221,,-8.61,95.5,-4.204,-5.64,-4.352,-2.407,-0.116,0.027,-0.136,,-19.03,82.4,-8.93,-12.84,-9.38,-4.912,-0.303,-0.122,-0.286,,,,,,0
2006,11,14,2006-11-14,318,-11.330,-3.740,-20.870,91.100,97.500,83.900,-1.953,-0.768,-0.328,-0.318,-0.601,-0.688,-0.260,-0.252,-0.839,-0.870,-0.482,-0.477,1.645,322.300,65.930,,,0.000,0.299,,-12.29,92.8,-6.337,-8.81,-6.904,-3.933,-0.249,-0.055,-0.211,,-3.683,98.9,-2.46,-3.302,-2.885,-1.965,-0.137,0.093,-0.068,,-21.46,84.9,-10.14,-14.05,-10.33,-5.45,-0.389,-0.205,-0.352,,,,,,0
